degree,specialization,cgpa,academic_performance,Python,Java,C_CPP,SQL,HTML_CSS,JavaScript,Excel,Power_BI,Statistics,Machine_Learning,Deep_Learning,Cloud_Computing,Networking,Cybersecurity,Git_GitHub,Communication,Problem_Solving,Teamwork,Leadership,Analytical_Thinking,interests,career_label
B.Sc Information Technology,Web Technologies,8.14,First Class,4,2,1,4,0,0,3,2,5,5,3,4,1,1,2,3,5,2,4,4,Data Science; Artificial Intelligence; Machine Learning; Software Development,Data Scientist
B.Sc Information Technology,Data Science,6.66,Second Class,2,1,2,3,5,4,1,0,1,1,0,2,2,2,4,3,3,4,1,2,Web Development; Software Development; Cloud Computing; Cybersecurity,Web Developer
BCA,Web Technologies,9.35,Distinction,5,3,3,4,0,1,0,3,4,3,3,3,0,2,2,2,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,6.85,Second Class,4,2,2,4,1,0,2,3,5,4,4,3,0,1,4,5,5,3,2,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Information Technology,7.59,First Class,2,3,1,2,5,5,2,1,0,0,0,2,2,2,4,2,3,4,1,2,Web Development; Software Development; Data Analysis,Web Developer
B.Sc Information Technology,Software Engineering,6.3,Second Class,2,5,4,3,1,3,1,1,3,1,0,2,2,2,4,3,5,4,4,4,Software Development,Software Developer
B.Sc Information Technology,Cloud & Security,7.54,First Class,4,0,4,4,0,3,1,1,0,2,0,4,5,5,2,2,5,4,2,5,Cybersecurity; Cloud Computing; Database Management; Machine Learning,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,7.0,First Class,3,3,0,5,0,1,3,2,2,0,0,4,2,3,3,3,5,3,3,4,Database Management; Data Analysis; Software Development,Database Administrator
B.Sc Information Technology,Cloud & Security,6.12,Second Class,2,2,0,2,1,2,1,1,0,1,0,5,3,2,5,2,4,4,3,5,Cloud Computing; Data Analysis; Web Development,Cloud Engineer
B.Sc Information Technology,Software Engineering,6.99,Second Class,5,3,3,5,1,2,2,3,5,5,5,4,3,2,3,4,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Computer Science,Information Technology,7.54,First Class,2,2,1,3,0,1,3,2,2,1,0,3,4,4,3,2,4,3,3,4,Database Management; Cloud Computing; Software Development,Database Administrator
B.Sc Information Technology,Web Technologies,6.49,Second Class,1,2,1,2,0,3,1,2,1,0,0,4,2,3,3,4,4,3,4,4,Cloud Computing; Web Development,Cloud Engineer
B.Sc Information Technology,Software Engineering,8.8,Distinction,2,2,1,3,3,2,1,0,1,0,0,1,5,5,3,3,5,2,2,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,9.23,Distinction,5,1,1,4,0,1,3,3,4,5,2,3,0,0,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
B.Sc Information Technology,Data Science,9.32,Distinction,3,0,1,4,1,1,4,3,3,3,1,3,1,1,0,4,4,3,2,4,Data Analysis; Database Management; Machine Learning,Data Analyst
B.Sc Information Technology,Cloud & Security,7.77,First Class,3,0,3,3,2,2,1,1,2,0,0,4,5,4,3,4,4,3,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
B.Sc Computer Science,Data Science,7.07,First Class,3,1,0,1,1,1,1,1,1,0,0,5,2,3,5,2,4,5,4,5,Cloud Computing; Database Management; Data Analysis,Cloud Engineer
B.Sc Information Technology,Web Technologies,5.83,Pass,2,1,0,5,0,1,3,1,2,1,0,3,4,2,1,3,4,3,2,4,Database Management,Database Administrator
B.Sc Computer Science,Software Engineering,6.77,Second Class,4,4,4,3,3,1,2,0,2,1,0,3,1,2,4,4,5,5,3,3,Software Development; Artificial Intelligence; Database Management,Software Developer
B.Sc Information Technology,Information Technology,5.65,Pass,4,2,0,4,2,1,5,4,4,1,0,2,1,1,2,4,5,4,2,5,Data Analysis; Database Management; Artificial Intelligence; Data Science,Data Analyst
B.Sc Information Technology,Information Technology,7.95,First Class,4,3,1,3,1,0,2,3,5,5,4,2,1,1,4,5,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Data Analysis; Web Development,Data Scientist
B.Sc Information Technology,Web Technologies,5.56,Pass,3,0,0,3,0,1,4,5,4,1,0,1,0,1,0,4,5,3,2,4,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Web Technologies,9.08,Distinction,2,2,1,1,1,2,0,1,1,0,1,5,3,3,4,3,4,4,3,4,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Cloud & Security,8.86,Distinction,3,1,1,4,1,0,3,3,4,3,4,4,1,0,4,5,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Software Development; Database Management,Data Scientist
B.Sc Information Technology,Data Science,5.67,Pass,3,5,2,4,2,3,2,0,2,1,0,2,2,2,4,3,5,5,3,3,Software Development; Machine Learning,Software Developer
B.Sc Computer Science,Cloud & Security,5.5,Pass,1,0,1,4,1,1,2,2,2,1,0,3,3,3,2,2,5,4,3,3,Database Management; Software Development,Database Administrator
B.Sc Information Technology,Information Technology,6.75,Second Class,5,3,4,4,0,3,0,2,4,5,5,4,2,3,3,4,4,3,4,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Data Science,8.0,First Class,3,4,4,2,3,1,1,1,2,0,0,3,2,2,3,4,5,4,3,5,Software Development,Software Developer
B.Sc Information Technology,Information Technology,8.19,First Class,5,3,0,5,0,0,4,2,5,5,5,4,0,1,3,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Database Management,Data Scientist
B.Sc Information Technology,Information Technology,8.02,First Class,3,2,0,3,1,0,5,4,4,2,0,2,1,0,2,3,4,3,1,5,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Web Technologies,6.25,Second Class,3,2,3,3,1,2,1,1,3,1,0,4,4,5,2,3,5,3,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,8.82,Distinction,2,2,2,4,1,2,3,3,2,0,1,3,3,2,3,3,4,3,3,3,Database Management; Data Analysis,Database Administrator
B.Sc Information Technology,Data Science,7.94,First Class,5,2,1,5,1,0,4,3,4,5,4,4,1,0,4,4,5,3,4,4,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
B.Sc Information Technology,Information Technology,7.34,First Class,3,1,2,3,5,5,2,1,0,2,0,2,3,1,3,3,3,4,2,2,Web Development; Software Development; Data Science,Web Developer
B.Sc Information Technology,Information Technology,6.9,Second Class,4,3,4,4,1,2,2,2,3,5,3,4,2,2,4,2,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Computer Science,Cloud & Security,7.24,First Class,4,1,0,4,0,1,4,4,5,1,0,2,1,1,2,4,3,2,2,5,Data Analysis; Database Management,Data Analyst
B.Sc Computer Science,Software Engineering,7.02,First Class,2,2,1,4,1,2,3,2,1,0,0,1,3,3,3,3,5,2,3,5,Database Management; Data Science; Machine Learning,Database Administrator
B.Sc Computer Science,Information Technology,7.02,First Class,5,3,3,4,1,2,3,2,5,5,5,5,1,3,5,4,4,5,3,5,Machine Learning; Artificial Intelligence; Data Science; Software Development; Cloud Computing,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,6.19,Second Class,4,0,0,5,2,1,3,3,4,3,0,2,0,1,1,4,4,3,2,4,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
B.Sc Information Technology,Data Science,7.35,First Class,2,1,0,4,1,0,4,4,5,2,0,1,0,0,2,3,4,3,3,5,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
B.Sc Computer Science,Web Technologies,6.12,Second Class,2,1,2,2,2,2,1,1,0,1,1,3,4,4,2,3,5,4,4,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
BCA,Cloud & Security,7.96,First Class,4,2,2,3,2,3,2,0,1,1,0,2,3,3,2,2,5,4,2,4,Software Development; Cybersecurity,Software Developer
B.Sc Information Technology,Data Science,6.65,Second Class,4,0,1,4,1,1,3,3,5,3,4,3,1,1,3,4,5,4,3,5,Data Science; Artificial Intelligence; Machine Learning; Data Analysis,Data Scientist
B.Sc Information Technology,Software Engineering,7.84,First Class,5,3,0,5,0,1,3,3,4,5,3,3,0,2,2,3,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Software Development; Cloud Computing,Data Scientist
B.Sc Information Technology,Information Technology,5.69,Pass,4,2,4,2,2,1,2,0,3,1,1,2,2,2,3,3,4,5,2,4,Software Development; Web Development,Software Developer
B.Sc Information Technology,Data Science,6.94,Second Class,3,1,0,4,2,1,4,4,4,1,0,3,1,0,2,5,3,3,3,5,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Data Science,7.6,First Class,3,4,3,3,1,3,1,0,2,1,0,2,2,2,4,3,4,4,4,5,Software Development; Data Analysis; Machine Learning,Software Developer
B.Sc Information Technology,Data Science,6.4,Second Class,4,3,1,3,1,3,0,2,0,1,0,3,5,5,1,3,4,2,3,4,Cybersecurity; Cloud Computing; Database Management; Web Development,Cybersecurity Analyst
B.Sc Information Technology,Data Science,7.59,First Class,4,0,1,3,1,1,2,1,5,4,4,3,1,1,3,4,4,3,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Cloud & Security,8.02,First Class,2,2,1,5,0,0,3,3,1,1,0,2,3,3,3,4,3,3,3,4,Database Management,Database Administrator
B.Sc Computer Science,Cloud & Security,5.92,Pass,0,2,1,5,2,2,4,3,2,2,1,3,1,1,3,3,5,3,3,4,Database Management; Machine Learning; Cybersecurity,Database Administrator
B.Sc Information Technology,Information Technology,8.14,First Class,5,4,4,4,1,3,1,0,3,1,0,1,0,2,4,3,5,5,3,3,Software Development; Database Management,Software Developer
B.Sc Computer Science,Software Engineering,8.66,Distinction,4,1,1,2,5,3,0,1,1,2,0,3,2,1,4,3,4,4,2,3,Web Development; Software Development,Web Developer
B.Sc Computer Science,Data Science,5.72,Pass,3,1,0,3,5,4,1,0,2,0,0,2,2,1,4,4,4,4,2,2,Web Development; Software Development,Web Developer
B.Sc Information Technology,Cloud & Security,8.41,First Class,3,4,3,3,0,3,2,2,2,4,5,4,2,2,4,2,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Software Development,Machine Learning Engineer
B.Sc Information Technology,Cloud & Security,7.17,First Class,2,3,1,3,5,5,0,1,1,0,0,2,2,1,4,2,4,5,1,3,Web Development; Software Development; Machine Learning; Cybersecurity,Web Developer
B.Sc Information Technology,Software Engineering,6.56,Second Class,3,2,1,2,1,2,2,2,1,1,1,5,4,2,4,2,3,5,3,5,Cloud Computing; Database Management,Cloud Engineer
B.Sc Information Technology,Information Technology,7.58,First Class,5,3,4,4,1,2,2,2,4,5,5,4,0,2,4,2,5,4,2,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,6.21,Second Class,3,2,3,3,2,0,1,1,1,1,0,2,5,5,2,3,5,2,4,5,Cybersecurity; Cloud Computing; Data Science; Machine Learning,Cybersecurity Analyst
B.Sc Computer Science,Information Technology,7.13,First Class,3,2,0,1,0,2,1,2,0,2,0,4,3,3,4,3,4,3,2,3,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Web Technologies,5.5,Pass,3,1,2,1,5,4,0,1,2,2,0,1,2,2,4,3,4,4,2,4,Web Development; Software Development,Web Developer
B.Sc Information Technology,Cloud & Security,8.17,First Class,3,0,2,5,1,1,2,1,0,1,0,3,3,2,3,4,4,3,3,4,Database Management; Cybersecurity; Web Development,Database Administrator
B.Sc Computer Science,Cloud & Security,7.41,First Class,4,4,3,4,0,2,2,2,4,5,5,3,1,2,4,3,4,4,2,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity,Machine Learning Engineer
B.Sc Information Technology,Cloud & Security,7.96,First Class,4,4,3,3,2,3,1,0,1,1,0,2,3,1,2,3,5,4,4,5,Software Development,Software Developer
B.Sc Information Technology,Cloud & Security,6.63,Second Class,4,4,4,3,2,4,1,1,2,1,0,2,2,2,2,3,4,5,3,3,Software Development,Software Developer
B.Sc Computer Science,Software Engineering,7.23,First Class,4,4,5,2,2,2,0,0,2,1,1,2,0,2,3,3,4,4,3,5,Software Development; Data Science,Software Developer
B.Sc Information Technology,Cloud & Security,9.1,Distinction,2,2,1,4,5,5,1,0,1,1,0,2,3,0,2,2,4,3,3,2,Web Development; Software Development; Database Management,Web Developer
B.Sc Information Technology,Information Technology,7.21,First Class,3,2,3,5,0,2,2,2,4,5,4,4,0,1,4,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,5.8,Pass,4,4,3,1,3,3,1,1,2,2,0,1,2,2,4,3,5,4,2,3,Software Development; Cybersecurity,Software Developer
B.Sc Information Technology,Data Science,6.75,Second Class,3,1,2,0,1,1,1,0,1,1,1,5,3,2,4,3,4,5,4,5,Cloud Computing; Web Development; Data Science,Cloud Engineer
B.Sc Information Technology,Data Science,5.5,Pass,2,1,1,5,0,0,3,2,0,0,1,3,1,3,1,3,4,3,3,3,Database Management; Web Development,Database Administrator
B.Sc Information Technology,Web Technologies,6.9,Second Class,5,3,2,3,2,1,0,2,3,5,5,4,2,2,4,3,4,5,4,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity,Machine Learning Engineer
B.Sc Information Technology,Cloud & Security,6.47,Second Class,3,2,2,2,1,2,0,1,1,1,0,4,4,2,4,3,4,3,3,5,Cloud Computing; Data Analysis; Software Development,Cloud Engineer
B.Sc Information Technology,Data Science,6.93,Second Class,3,0,0,4,1,1,3,5,2,2,0,2,1,1,1,4,3,3,3,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
B.Sc Computer Science,Cloud & Security,6.27,Second Class,4,3,2,2,5,5,1,2,1,1,0,2,2,0,3,3,4,3,2,2,Web Development; Software Development,Web Developer
B.Sc Computer Science,Data Science,7.76,First Class,5,1,2,5,2,1,3,3,5,5,4,1,0,1,4,5,4,2,2,4,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Cloud & Security,9.34,Distinction,0,1,0,5,1,0,2,3,1,1,1,3,3,3,1,3,4,2,3,5,Database Management,Database Administrator
B.Sc Information Technology,Software Engineering,6.47,Second Class,3,2,2,4,1,2,3,3,5,5,4,3,1,0,2,4,5,2,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity; Data Analysis,Data Scientist
B.Sc Information Technology,Software Engineering,8.19,First Class,3,1,0,3,0,1,4,4,3,2,1,1,2,2,2,4,5,3,2,5,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
B.Sc Information Technology,Cloud & Security,7.95,First Class,5,3,3,4,2,0,2,2,3,5,4,4,2,2,5,3,5,5,2,5,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,7.64,First Class,3,2,0,2,0,1,1,0,1,2,0,5,3,4,3,2,3,4,3,5,Cloud Computing; Web Development; Artificial Intelligence,Cloud Engineer
B.Sc Information Technology,Cloud & Security,7.1,First Class,4,3,3,4,2,3,3,2,4,5,5,4,2,3,3,2,5,5,2,5,Machine Learning; Artificial Intelligence; Data Science; Software Development; Cloud Computing,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,7.61,First Class,4,4,3,3,3,3,0,0,2,1,0,2,2,2,4,2,5,5,3,4,Software Development; Cloud Computing,Software Developer
B.Sc Information Technology,Information Technology,7.47,First Class,5,3,3,4,0,1,2,2,4,5,5,3,2,2,4,3,4,5,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Information Technology,7.71,First Class,2,1,2,2,0,1,0,1,1,1,0,5,2,4,3,3,4,4,3,4,Cloud Computing; Cybersecurity; Data Analysis,Cloud Engineer
B.Sc Information Technology,Web Technologies,6.72,Second Class,3,3,4,2,1,3,1,1,3,1,0,2,2,0,2,3,5,5,4,3,Software Development; Web Development; Machine Learning,Software Developer
B.Sc Information Technology,Cloud & Security,6.32,Second Class,2,2,0,5,1,1,4,4,5,2,0,2,1,1,1,4,4,3,2,5,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Software Engineering,8.72,Distinction,4,0,0,3,2,1,4,4,4,2,0,2,1,1,2,4,3,3,3,4,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Software Engineering,8.02,First Class,3,3,3,3,1,2,1,2,4,4,5,2,2,2,4,2,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science; Database Management; Software Development,Machine Learning Engineer
B.Sc Information Technology,Data Science,7.69,First Class,2,2,1,5,2,0,2,2,0,1,1,4,3,4,2,3,4,3,2,5,Database Management; Machine Learning; Data Science,Database Administrator
B.Sc Information Technology,Information Technology,6.82,Second Class,3,3,0,5,1,0,3,2,2,0,1,3,2,3,3,3,4,3,3,4,Database Management,Database Administrator
B.Sc Information Technology,Cloud & Security,7.38,First Class,2,2,2,2,2,2,1,1,2,1,1,3,5,5,3,4,5,2,4,5,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,6.52,Second Class,2,1,1,4,0,0,3,2,2,1,0,3,2,3,3,2,3,3,3,3,Database Management; Web Development,Database Administrator
B.Sc Information Technology,Information Technology,8.53,Distinction,1,2,0,5,1,2,2,0,1,0,0,4,3,4,1,4,3,4,2,5,Database Management,Database Administrator
B.Sc Information Technology,Data Science,6.69,Second Class,3,2,2,4,3,3,1,0,2,1,0,3,5,4,3,4,5,3,3,5,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,7.99,First Class,1,2,3,4,1,3,1,1,1,2,0,4,5,5,2,2,5,3,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
B.Sc Information Technology,Software Engineering,5.86,Pass,2,1,0,3,5,3,2,1,1,0,0,2,3,2,4,4,3,3,2,2,Web Development; Software Development,Web Developer
B.Sc Information Technology,Software Engineering,6.99,Second Class,4,1,0,4,1,1,4,4,5,2,1,2,2,1,2,5,3,4,2,4,Data Analysis; Database Management; Web Development,Data Analyst
B.Sc Information Technology,Web Technologies,6.55,Second Class,3,2,1,2,1,2,1,2,2,1,0,5,2,2,4,3,5,4,3,4,Cloud Computing; Machine Learning; Data Science,Cloud Engineer
B.Sc Information Technology,Data Science,5.62,Pass,2,2,1,3,0,1,1,2,1,0,0,1,2,3,3,3,3,4,4,3,Database Management; Data Science; Web Development,Database Administrator
B.Sc Information Technology,Web Technologies,7.36,First Class,4,3,3,4,1,1,2,2,4,5,5,4,2,2,4,3,5,3,4,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
B.Sc Computer Science,Information Technology,5.93,Pass,3,1,0,4,1,2,2,4,4,2,0,3,1,1,1,4,4,2,1,5,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Data Science,7.83,First Class,5,3,1,4,0,2,2,2,3,5,3,2,2,3,4,3,4,3,2,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity,Machine Learning Engineer
BCA,Information Technology,8.75,Distinction,5,2,1,4,0,1,2,4,5,4,4,2,1,2,4,3,5,3,4,4,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
B.Sc Computer Science,Data Science,6.17,Second Class,4,5,3,3,2,2,0,1,0,0,0,0,2,1,4,3,5,4,2,4,Software Development,Software Developer
B.Sc Computer Science,Cloud & Security,8.04,First Class,3,2,3,1,0,1,1,0,2,1,0,3,4,5,2,3,5,3,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,7.37,First Class,2,2,0,5,1,0,3,3,2,2,0,3,2,2,3,3,4,3,3,5,Database Management; Data Science,Database Administrator
B.Sc Computer Science,Information Technology,7.49,First Class,5,2,0,4,1,0,1,3,3,4,4,2,2,1,4,5,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
B.Sc Information Technology,Software Engineering,7.56,First Class,3,2,4,4,1,2,2,2,4,5,5,2,3,2,4,4,4,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development; Cybersecurity,Machine Learning Engineer
B.Sc Information Technology,Data Science,6.69,Second Class,3,2,1,4,5,4,2,0,1,2,0,1,1,1,4,2,4,4,3,4,Web Development; Software Development; Artificial Intelligence; Data Science,Web Developer
B.Sc Information Technology,Cloud & Security,7.35,First Class,3,2,3,3,3,2,1,1,1,2,0,1,5,5,2,2,5,4,3,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,6.84,Second Class,4,4,3,3,3,3,1,2,2,0,0,1,2,1,4,2,5,4,4,5,Software Development,Software Developer
B.Sc Information Technology,Cloud & Security,6.66,Second Class,2,2,1,2,1,3,2,0,1,1,0,4,4,4,4,3,4,4,3,4,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Cloud & Security,8.14,First Class,4,2,1,2,5,5,1,1,0,1,0,0,3,1,4,2,4,4,1,2,Web Development; Software Development; Machine Learning; Data Science,Web Developer
